speedX,angle,trackPos,distFromStart,track_0,track_4,track_9,track_14,track_18,delta_track,steer,accel,brake,split
211.293,0.0758511,-0.110432,1972.26,10.2267,78.371,59.7679,36.7718,7.03534,-3.1913599999999995,0.1625,0.999633193118255,3.436280967718892e-17,train
188.87,-0.152234,0.16986,2670.17,6.30817,52.3095,45.3973,39.092,11.014,4.70583,0.1625,0.2272896341812526,9.901259715645817e-62,train
83.2883,0.0823194,-0.812938,2501.75,14.3051,30.4825,35.0878,41.5708,1.49827,-12.80683,-0.4039209318181818,0.9436864852905272,4.240299622796973e-30,train
202.919,-0.114208,0.403068,1089.84,4.57371,19.5732,31.4286,80.7026,13.5362,8.962489999999999,-0.1625,0.9999999681084404,4.2224994467115753e-19,train
187.03,0.139795,-0.823327,1022.45,16.2779,42.4073,46.971,6.78188,1.33347,-14.944429999999999,-0.1625,0.0177426118870109,7.788157932137026e-11,train
207.501,0.13312,-0.123146,3074.35,11.102,83.1605,39.6386,26.1042,6.62024,-4.48176,0.1625,0.9999999999999428,1.3148902706012082e-29,train
170.27,-0.178002,0.0656955,100.425,6.82691,22.8542,31.66,51.9164,11.2035,4.37659,0.02136024,0.9999999999999998,0.0,train
71.7587,0.0724818,0.638147,2461.16,4.05432,20.3623,18.5873,17.174,11.2957,7.24138,0.4379856590909091,1.0262955931448213e-23,9.826491359994533e-08,train
88.1208,-0.121928,0.0440234,2420.7,7.28031,38.1757,35.4971,32.6773,10.1715,2.89119,0.3896430909090909,1.8060882744273417e-14,0.1468210096740753,train
72.2538,0.0275847,0.655457,2458.13,3.3359,20.0381,18.6444,17.5117,11.7677,8.431799999999999,0.4365228636363636,5.766401576846622e-23,1.302921758535815e-06,train
83.5707,0.257478,-0.452517,2487.62,12.4738,24.657,26.711,28.9638,4.00916,-8.464640000000001,-0.4030865681818182,0.0031394281636083,6.231900663633825e-16,train
207.393,0.0726406,0.280457,1112.6,6.60209,133.962,179.018,54.1143,10.1548,3.5527100000000003,0.0,0.9999999999431116,1.0865747713493457e-22,train
108.831,-0.491794,1.0191,3244.24,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.3284538636363636,1.011349051132675e-10,0.0013828343893889,train
117.494,-0.38784,-0.338502,403.096,8.71263,43.7516,39.8743,36.012,9.24277,0.5301399999999994,0.3028586363636363,1.011349051132675e-10,1.5860396931032042e-06,train
84.1283,-0.052841,-0.807386,2491.19,12.7691,21.1253,22.589,24.217,1.82555,-10.94355,-0.4014391136363636,3.2619548550239326e-28,1.4901102353757952e-18,train
95.2067,-0.598784,1.56721,3244.1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.3687074772727273,1.0124910163088197e-11,0.0008341135885467,train
186.66,-0.102603,-0.363157,617.012,10.404,33.5044,42.3729,55.4515,6.15242,-4.25158,-0.1625,0.9999999999999998,1.0227141426535137e-61,train
96.3713,-0.153145,0.806941,479.997,1.46163,31.7069,29.4128,27.3057,14.5547,13.09307,0.3652666136363636,0.86651611328125,2.714409840820283e-22,train
81.2992,0.248635,-0.54002,2491.96,13.409,27.6837,30.1707,33.2429,3.32516,-10.08384,-0.4097978181818182,0.0003142973050145,1.9857628209165628e-17,train
200.549,0.132481,-0.788305,1024.62,15.8727,41.403,45.9011,11.4358,1.60874,-14.26396,-0.1625,0.2371261155005198,1.7769077768550128e-10,train
173.551,-0.161355,-0.11891,2679.19,8.49923,50.3993,42.9318,36.1337,8.52862,0.02938999999999936,0.1625,0.2500620649298586,2.019042800071827e-64,train
101.764,-0.0271389,0.559769,471.785,3.6381,32.2868,29.901,27.669,13.2988,9.6607,0.3493336363636364,1.7617436207110628e-21,2.01633656062492e-25,train
100.387,-0.245849,0.421494,482.658,4.17976,34.5843,31.6236,28.8978,12.9156,8.73584,0.3534020454545454,0.9976215910457996,3.27752815735739e-18,train
91.6523,0.277687,1.49389,3278.22,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.3792091136363636,3.2217123929808816e-17,4.559269145054791e-16,train
111.831,-0.0902947,0.846374,440.774,1.21345,34.9917,31.8614,29.3675,14.8448,13.63135,0.3195902272727272,1.3635751755641194e-05,6.585693366392177e-14,train
152.51,-0.00720627,-0.751438,3005.3,13.6628,35.2944,43.4263,56.787,2.1599,-11.5029,-0.1994022727272727,0.924917027981989,1.4308497226359548e-17,train
167.067,-0.111607,-0.541585,3011.68,11.2964,29.2605,36.3921,48.4322,4.63092,-6.6654800000000005,-0.1625,0.995771717414759,6.618349035849377e-19,train
183.984,0.0494943,-0.776274,1612.7,15.8771,200.0,27.1325,11.278,1.811,-14.0661,0.1625,0.9999999999998984,4.240302793214445e-30,train
94.7159,-0.67929,1.6028,3246.58,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.3701575681818181,7.610841123512748e-14,0.0004154664515071,train
92.4839,0.00142926,0.665007,2449.97,3.04069,21.4346,20.5199,19.5908,12.2088,9.16811,0.3767521136363637,1.3606946117386441e-18,0.000379218866998,train
129.391,-0.0312195,-0.724982,386.375,14.2006,40.3229,34.0532,26.6846,2.41001,-11.79059,0.2677084090909091,1.343907837028768e-07,0.0754188899446154,train
110.104,0.0536096,0.685594,460.169,2.93572,32.5779,29.9593,27.4252,12.5144,9.57868,0.3246927272727272,4.22346674322696e-07,1.7115223841754638e-21,train
140.19,-0.119379,-0.757153,393.581,13.4085,37.666,32.4798,27.0807,2.35827,-11.050229999999999,0.2358022727272727,3.189156292949127e-08,0.0002788390877684,train
94.1947,0.740731,1.87469,3286.3,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.3716974772727273,7.645274526312053e-18,9.300348887369828e-15,train
110.54,-0.265453,0.710156,418.448,2.02483,39.0579,36.2791,33.6152,15.7911,13.76627,0.3234045454545454,1.0159246543653796e-14,5.923506852060719e-07,train
142.389,-0.182024,0.696373,1518.48,2.23377,47.7077,42.8449,38.4663,15.3748,13.14103,0.2293052272727272,0.999821417909854,6.908251815629395e-13,train
232.974,-0.0112103,0.715333,2884.78,2.38885,21.1034,68.4857,86.1558,14.721,12.33215,0.0,0.9999999999999998,1.8280587148342415e-101,train
126.94,-0.551649,0.630557,3233.91,2.27863,3.80722,4.22952,4.7834,28.0391,25.76047,0.27495,1.7959259981379794e-09,0.7253823129037297,train
173.041,0.224503,-0.152861,1008.55,11.8037,43.7471,49.8595,56.1496,6.09509,-5.708609999999999,-0.1625,0.2500013423920745,5.275338351118962e-06,train
156.323,0.0523697,-0.564598,81.2017,14.0297,132.59,49.9068,21.4344,3.51531,-10.51439,0.1881365909090908,0.9999999999999998,0.0,train
185.343,0.291299,-0.115971,997.483,12.5403,50.7918,57.4817,64.2203,6.09187,-6.44843,-0.1625,0.968324990367996,6.610803681511623e-07,train
138.478,0.00778437,-0.790072,781.871,13.9331,29.318,32.8041,37.4381,1.79582,-12.13728,-0.2408604545454545,0.9262213849821196,6.1284392104625096e-18,train
153.191,0.0443827,-0.653381,2572.62,14.0396,96.3142,73.5427,57.7065,2.84169,-11.19791,0.0,0.9999999999995725,1.608841495488812e-47,train
141.407,0.0283525,-0.966285,384.531,17.1784,32.4886,7.13574,2.064,0.278302,-16.900098,0.2322065909090908,3.185559317401524e-07,0.0318644774775175,train
97.539,0.0010454,0.801161,511.681,1.71732,36.4408,32.4179,29.3058,13.8915,12.17418,0.3618165909090908,0.9982161932843496,5.885155195650526e-38,train
160.158,0.00696867,-0.844384,3002.29,14.4827,35.309,42.3495,53.2206,1.32397,-13.158729999999998,-0.1768059090909091,0.9995766943047836,7.838594418006022e-16,train
101.953,-0.203337,2.24225,3261.2,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.3487752272727273,1.3545662058205062e-14,4.192384418626793e-06,train
