speedX,angle,trackPos,dist_from_start,track_0,track_4,track_9,track_14,track_18,delta_track,steer,accel,brake,split
106.052,-0.0399368,-0.117102,2948.63,8.74251,22.7546,26.0743,29.9241,8.35444,-0.388069999999999,-0.3436667325972835,0.0,0.5146727217574949,train
71.2461,-0.107055,-0.437163,3286.58,11.195,53.0016,92.2701,200.0,5.29661,-5.89839,0.0133143773085505,0.9,0.0,train
76.2889,-0.217882,-0.370344,2479.08,9.70029,16.4431,17.5146,18.6824,7.85214,-1.8481500000000004,-0.3679805561062686,0.5611259747560162,0.0,train
58.4443,-0.145577,-0.646827,3279.49,15.9501,21.615,15.6207,12.2761,3.30787,-12.642230000000001,0.5057708890458014,0.8354030394430201,0.0,train
77.3336,-0.0138197,-0.0542418,443.531,9.94343,24.633,21.798,19.2889,7.6285,-2.3149299999999995,0.2958207057835804,0.2191652824349727,0.0015176683000495,train
87.4779,0.0614907,0.137683,3251.92,32.742,17.468,16.2337,15.0915,8.3216,-24.420399999999997,0.4692754942899605,0.0,0.8080644204148859,train
152.218,0.0479941,-0.121622,1881.75,10.009,57.2973,50.3369,41.4253,7.1199,-2.8891,0.4613797167306114,0.0,0.8449761273458535,train
72.9756,-0.00177014,-0.100142,431.378,10.7273,23.252,20.5397,18.1507,7.19874,-3.5285599999999997,0.32439346487263,0.3,0.0,train
108.121,-0.0502548,0.0889455,403.565,7.52509,28.9754,26.1335,23.5107,9.37058,1.8454900000000007,0.1382690608602991,0.0,0.4184468139238197,train
125.217,-0.0378314,0.11322,1478.49,7.53138,37.8604,32.9181,28.4698,9.37094,1.8395599999999988,0.240938452573585,0.0,0.6496993673441352,train
163.308,-0.0933822,0.116242,2052.36,6.88678,33.9921,200.0,105.491,10.4961,3.6093200000000003,-0.4843747983405461,0.948317385253636,0.0,train
178.561,-0.0409477,-0.106642,3121.33,9.02816,60.0703,148.636,135.818,7.91087,-1.1172899999999997,0.2247776390951309,0.9,0.0,train
65.7714,-0.217763,-0.515491,225.996,10.7842,32.0593,42.0881,61.6845,5.40707,-5.37713,-0.3435329256890371,0.8,0.0,train
172.528,-0.0596898,0.0501127,2851.55,7.61912,44.1324,94.1876,119.545,9.49375,1.8746300000000007,-0.4329991642341055,0.968077244525344,0.0,train
67.9501,-0.0286155,-0.106822,1939.28,10.4355,36.0075,26.4307,20.9586,7.28688,-3.1486199999999993,0.4252496755398919,0.7710578171000415,0.0,train
50.0012,0.222837,-0.675951,3267.4,28.2074,6.70792,5.78891,5.05308,2.26305,-25.94435,0.8603746063473603,0.1715704875804343,0.0118632127999997,train
123.015,0.103088,-0.770183,3451.03,16.8432,41.4475,13.3997,8.01496,1.77667,-15.06653,1.0,0.55,0.0,train
95.8392,-0.0713334,0.142587,1533.2,7.12185,38.5158,33.2276,28.6912,9.75298,2.6311300000000006,0.1518694127835016,0.933269317153222,0.0,train
50.2286,0.240717,-0.650409,3267.21,27.357,6.79749,5.9122,5.1977,2.41474,-24.942259999999997,0.8685639452024676,0.1682932661669658,0.0177791935999998,train
75.4855,0.0346138,-0.0195058,499.699,10.3247,23.7997,20.9188,18.4511,7.61013,-2.71457,0.3635786075497024,0.2984332375904189,0.0,train
76.2038,0.0368388,-0.01721,425.385,10.5177,22.3784,19.9155,17.7499,7.5963,-2.9213999999999993,0.3502005383297967,0.1969709948735261,0.0418432937395864,train
61.4118,0.277067,-0.129912,2443.0,30.0005,12.7091,11.575,10.5858,5.8342,-24.1663,0.7788695358957266,0.0,0.2242165119999999,train
90.8167,-0.0670808,-0.259583,3299.07,10.0377,55.3797,112.747,200.0,6.75031,-3.2873899999999994,-0.0223623305930451,0.9,0.0,train
65.454,0.0245272,0.214808,2504.62,6.42149,17.618,20.5748,24.8696,11.7042,5.28271,-0.441938718505414,0.2893916863262983,0.0,train
151.751,0.0307919,-0.109323,594.279,9.45298,40.0979,52.4298,69.8935,7.48823,-1.9647500000000004,-0.0917166534798084,1.0,0.0,train
187.085,0.00957984,-0.0422202,1190.07,8.92948,48.7295,66.8957,90.4176,8.05028,-0.8791999999999991,-0.0227170646020948,1.0,0.0,train
104.451,0.0366293,-0.20798,1063.19,9.97816,33.0217,44.7505,69.9288,6.79748,-3.1806800000000006,-0.1359763305176299,1.0,0.0,train
202.119,0.0115372,-0.0782674,1222.15,9.14159,45.0826,61.3067,85.3509,7.81477,-1.3268200000000006,-0.0466873461604085,1.0,0.0,train
73.4101,0.0149043,-0.0781829,428.594,10.8059,22.7119,20.1059,17.8153,7.26843,-3.537469999999999,0.341920714676332,0.3,0.0,train
56.0008,-0.0984591,-0.684976,3277.99,19.1259,14.5661,11.9645,10.1178,2.82633,-16.299570000000003,0.5495536124956595,0.2769745831735777,0.0,train
87.6506,-0.119173,0.00495021,1524.77,7.9622,37.9788,32.7804,28.2608,9.00271,1.0405100000000003,0.1241785234440399,0.9,0.0,train
129.38,-0.0223797,-0.00374317,3229.38,8.33266,39.3254,36.6106,33.6161,8.64924,0.3165800000000001,0.000946138214241,0.04966632,0.3096975999999999,train
53.7101,0.242914,-0.307336,2446.73,29.3481,11.3347,10.192,9.21277,4.73932,-24.60878,0.7794718228853592,0.1783750153917747,0.0115105279999997,train
157.159,0.0194537,0.167238,2037.01,7.43807,97.5289,65.5384,44.07,9.42669,1.988620000000001,0.1197023521331652,1.0,0.0,train
63.7979,0.234338,-0.0543941,2445.91,30.3736,13.9088,12.7328,11.6942,6.44289,-23.930709999999998,0.7114050074724527,0.0,0.2528796728163948,train
168.631,0.00593537,-0.0186927,2918.01,8.69566,44.5375,52.1106,59.5274,8.27768,-0.41798,0.0146931547707823,0.0,0.4200419840000004,train
190.722,-0.0354198,0.083313,15.0029,7.64246,200.0,97.6865,51.1786,9.32207,1.6796100000000003,0.0674552760704601,1.0,0.0,train
63.9049,-0.217643,-0.52798,225.777,10.8739,32.3366,42.4578,62.2428,5.26671,-5.607190000000001,-0.3492364861007807,0.9,0.0,train
138.996,-0.0164917,0.0935703,2650.27,7.56755,46.9607,40.2461,34.2316,9.43615,1.8685999999999998,0.0261694114616285,0.1831764351999998,0.0669519360000003,train
73.8023,0.166431,-0.00930786,2440.2,33.853,16.1715,14.756,13.4868,6.99615,-26.85685,0.6569635753232052,0.0,0.529184192,train
63.9833,0.159817,0.422948,1029.4,5.6652,28.7538,34.8484,41.3104,10.9517,5.286500000000001,-0.2705978806029934,1.0,0.0,train
134.119,-0.22936,0.336603,3083.61,4.68637,13.5052,17.5074,25.0542,15.1937,10.50733,-1.0,0.0,0.93,train
77.6709,0.0386773,0.00338554,426.894,10.286,22.5552,20.0979,17.9349,7.73798,-2.5480199999999993,0.3438491337816591,0.1881437134136193,0.0579205210661466,train
173.125,0.0158145,-0.0947725,3105.63,9.43992,121.704,155.013,63.5075,7.56246,-1.877460000000001,0.3299289763031248,1.0,0.0,train
113.092,0.0197331,0.232939,1576.83,6.86638,42.8441,35.4979,29.8783,9.90116,3.0347800000000005,0.4278398795462168,0.0,0.2730373666040791,train
122.82,0.0614491,-0.2207,1892.39,11.0579,44.2243,38.315,31.6381,6.24109,-4.81681,0.5360233749764871,0.0,0.7487415954598573,train
103.456,0.0323966,0.130261,35.3211,7.63116,139.501,164.998,66.4652,9.29441,1.6632499999999988,0.0066833219441596,1.0,0.0,train
131.05,-0.0197762,-0.0705817,1093.41,8.90974,71.7952,146.585,194.919,8.04708,-0.86266,-0.0224948927086215,1.0,0.0,train
61.5261,0.0274364,0.107011,2493.11,7.12064,16.4922,18.4532,20.6997,11.6189,4.49826,-0.2774828744176922,0.581697542910186,0.0,train
191.105,-3.33786e-06,-0.00429153,936.225,8.52167,71.4358,88.7988,102.183,8.44889,-0.07277999999999984,-0.0016317434078353,1.0,0.0,train
168.458,0.00571221,0.0837555,2049.57,7.81939,141.325,91.4888,61.6034,9.14389,1.3245000000000005,-0.000491119636448,1.0,0.0,train
69.5,-0.0463707,-0.0872663,1940.18,9.94192,46.0857,31.19,23.6585,7.5446,-2.3973199999999997,0.3510098297563744,0.999611603939856,0.0,train
148.865,-0.0304015,0.196914,3434.44,6.61635,48.1624,158.52,179.76,10.4795,3.86315,-0.4907339612077113,0.8458715533816495,0.0,train
55.7556,-0.0615185,0.0534681,2489.49,7.01522,14.1569,15.5946,17.2373,60.4,53.38478,-0.5603010626320309,0.8731592271152194,0.0,train
58.8848,0.0180109,0.276436,3.53567,6.35534,76.6858,50.6996,38.0059,10.4135,4.058160000000001,0.0537009989680204,0.8,0.0,train
100.614,-0.0370007,0.118846,1917.84,7.94442,25.8422,23.3093,21.0067,9.04457,1.1001500000000002,0.1578473783520899,0.0,0.3875666556027167,train
114.206,-0.0345639,-0.103991,1003.34,8.75632,24.9758,29.1381,34.0192,8.27261,-0.4837100000000003,-0.375484890732311,0.0,0.625596233349745,train
148.072,-0.0110505,-0.0411197,3055.07,8.73817,77.3346,200.0,97.9634,8.22779,-0.5103799999999996,-0.0043715267259707,1.0,0.0,train
146.64,-0.23463,0.358889,1682.02,4.51421,12.8324,16.546,23.445,15.5794,11.06519,-1.0,0.0,0.93,train
111.608,0.0357545,0.110199,1483.56,8.2708,31.991,27.7389,24.0385,8.77091,0.5001100000000012,0.3517321123740403,0.0,0.5995049652618581,train
55.36,-0.158222,0.421803,753.561,4.2103,10.6315,12.4484,14.7492,21.607,17.3967,-0.7500037709941677,0.8038447759829002,0.0,train
75.0005,0.0587332,-0.00317256,495.368,10.7995,22.1789,19.6237,17.4299,7.57409,-3.22541,0.3917003680602266,0.1919695921511765,0.0452750857983592,train
110.618,0.000719722,0.660472,2840.47,2.88306,29.5077,118.165,138.975,14.0794,11.19634,-0.8347869390413294,0.6135434849841042,0.0,train
131.987,-0.00360872,0.20078,186.488,6.96842,43.2737,36.0996,30.5897,9.85047,2.8820499999999996,0.2062019958848267,0.0,0.8674175468149756,train
81.6728,0.114549,-0.834684,3580.22,17.7078,22.1799,8.67814,5.41076,1.26632,-16.44148,1.0,0.2537513200000007,0.0,train
147.0,-0.0437496,0.0790396,2011.54,7.49402,76.9784,53.952,41.1097,9.5843,2.090280000000001,0.0233006301328177,1.0,0.0,train
125.306,-0.269772,-0.292754,1186.5,8.91571,22.6074,27.3033,34.0289,8.60607,-0.3096399999999999,-0.4264617548792381,0.0,0.93,train
239.717,-5.13792e-05,-0.000229597,1373.05,8.48679,85.9701,132.244,86.057,8.48377,-0.0030199999999993565,5.295066805034656e-05,0.1980246399999998,0.0399552000000003,train
186.226,0.000767589,0.00259725,277.67,8.46975,86.7423,149.124,85.3006,8.5008,0.031050000000000466,0.0006364252117049,1.0,0.0,train
156.571,0.0117021,0.0430763,1636.56,8.21648,98.8585,200.0,76.8616,8.74902,0.5325399999999991,0.0050390708851177,1.0,0.0,train
96.4041,-0.0863513,0.102615,1530.78,7.3661,38.4566,33.1761,28.6286,9.54545,2.1793500000000003,0.1461554262057109,0.7991261108581861,0.0,train
54.756,0.136314,-0.389815,2450.78,34.8262,12.2605,10.9065,9.72502,4.43802,-30.38818,0.6777266027079006,0.1836087404417722,0.018017536,train
58.3637,0.281739,-0.327794,1498.99,62.0271,13.1301,11.2758,9.82969,4.56369,-57.463409999999996,0.9503539177679136,0.0,0.0968376319999999,train
38.7505,0.0289623,0.304427,3603.71,6.08077,72.2934,51.3666,39.9864,10.7316,4.65083,0.0150835756416558,0.8,0.0,train
104.478,-0.0472257,0.231723,1543.97,6.47014,40.9525,35.1675,30.2532,10.3269,3.8567600000000004,0.1659470892066295,0.7953082565314558,0.0,train
199.908,0.0365555,0.0299626,1403.8,8.5492,108.79,92.6949,58.2074,8.43682,-0.11237999999999992,-0.053453178728173,1.0,0.0,train
72.9203,-0.0662723,0.656743,303.474,2.73736,15.181,31.0997,128.26,15.0904,12.35304,-0.864433009761831,0.8021411500916035,0.0,train
80.3687,-0.0546492,0.0173931,515.15,8.46124,33.0478,28.0408,24.3167,8.55267,0.09143000000000079,0.3194679936765037,0.3946513176000998,0.0,train
131.377,-0.0331042,0.135789,2659.53,7.36452,40.2666,34.4814,29.4741,9.51982,2.1552999999999995,0.2761909335972738,0.0,0.7498660877946686,train
160.341,0.0111281,-0.14153,607.493,9.59991,42.0677,56.2439,77.0197,7.32022,-2.2796899999999996,-0.0694759770097734,1.0,0.0,train
225.966,0.00200098,0.00598931,2289.73,8.45139,72.6846,93.2183,121.416,8.51907,0.0676799999999993,-0.010681048585821,0.3,0.0,train
96.4123,0.121434,0.0395482,1488.42,10.2473,25.5452,22.0846,19.1847,7.72022,-2.527079999999999,0.521864639924662,0.0,0.6120560148169266,train
169.062,-0.0392435,0.078001,2386.28,7.53365,72.8699,68.3668,62.3574,9.52831,1.9946599999999997,-0.3137585611501862,0.0,0.4889711296614923,train
60.3071,-0.0420634,-0.457675,1505.98,12.9223,26.7127,22.1024,18.1263,4.66999,-8.25231,0.4634250479734284,0.5270714747001282,0.0,train
151.152,-0.0031898,-0.0117698,860.184,8.5579,83.2297,163.672,89.0644,8.41229,-0.14560999999999957,-0.0013907837216505,1.0,0.0,train
162.061,0.0785037,-0.0171552,349.446,9.39671,76.229,64.7969,39.9061,7.7554,-1.6413100000000007,0.332294514861777,0.0,0.1896492559818562,train
83.361,0.113693,0.056406,2437.59,36.0796,18.1999,16.632,15.2082,7.67465,-28.40495,0.5561650015141135,0.0,0.7729896161426286,train
50.0031,0.227524,-0.670127,3267.28,27.9318,6.71996,5.81059,5.08114,2.29707,-25.634729999999998,0.8634533135706016,0.1713159901629521,0.0118671039999999,train
132.904,-0.00801736,-0.0299165,3345.26,8.6699,79.477,200.0,94.2491,8.29823,-0.37166999999999994,-0.0034056434680229,1.0,0.0,train
196.352,0.0341842,0.0369768,3485.94,8.46581,200.0,143.15,59.935,8.51306,0.047250000000000014,-0.0973474534762171,1.0,0.0,train
141.894,-0.00123769,0.0109113,3222.8,8.38233,45.6207,42.4256,38.7004,8.5885,0.2061700000000002,0.0502150713852607,0.0109494527999997,0.3800919040000003,train
76.0324,0.0210006,-0.0273425,501.795,10.1202,24.6981,21.641,19.0227,7.63719,-2.48301,0.3478129212215921,0.3,0.0,train
90.6845,0.123385,-0.0547301,1048.57,9.60771,30.9847,36.7629,45.4625,7.42475,-2.1829600000000005,-0.0063216401789837,0.8,0.0,train
80.3315,0.0742705,0.0846361,488.069,10.4007,21.1949,19.0167,17.1231,8.07176,-2.328940000000001,0.3723981794530752,0.13750804794209,0.1478128547103424,train
66.0959,0.285064,0.378073,763.572,7.00519,31.8711,36.7871,41.9075,9.74312,2.7379299999999995,0.1882339636110981,1.0,0.0,train
153.166,0.137754,-0.200568,700.998,11.9398,63.6102,69.6179,23.2754,6.01448,-5.92532,0.8475282081629614,0.0,0.93,train
63.9855,0.143131,0.525198,919.006,4.75585,116.784,64.1544,43.301,11.4284,6.67255,0.0449651863787121,0.8,0.0,train
55.2975,0.157543,-0.304273,2449.7,33.1112,12.7844,11.4718,10.3223,4.97705,-28.134149999999998,0.6756977352718194,0.1812361551941937,0.0232898559999998,train
97.9105,0.0928528,-0.377202,2087.35,13.1538,45.7051,28.87,19.9931,4.83947,-8.31433,0.8329703972928879,0.3526528299804929,0.0,train
168.085,-0.0214197,-0.0179998,324.641,8.45878,67.0425,105.453,92.0694,8.51692,0.05813999999999986,0.1822528690497444,0.9,0.0,train
102.446,-0.226617,0.335949,71.8816,4.69902,13.6398,17.7331,25.5139,15.1196,10.420580000000001,-1.0,0.0,0.8006542639999998,train
60.692,-0.179436,-0.058177,2487.3,7.27446,12.7103,13.763,14.9606,39.2141,31.93964,-0.6588384139508038,0.0,0.14372,train
69.0706,0.0402937,-0.070549,1933.6,11.3915,21.8793,19.0107,16.8661,7.17864,-4.212860000000001,0.4472514158787709,0.1754669985587365,0.0685722401020289,train
154.254,0.00194615,-0.02803,711.226,8.74015,39.6262,45.4591,51.2025,8.23144,-0.5087100000000007,-0.0759440253844517,0.0,0.4108546559999995,train
86.1573,0.135071,0.153059,2440.13,34.7765,18.136,16.708,15.4045,8.22503,-26.55147,0.5442338580155064,0.0,0.8019829044176495,train
81.9264,0.0721626,0.100497,486.781,10.2221,21.1637,19.0315,17.1721,8.18269,-2.03941,0.3607666382552069,0.1224846458377142,0.1763746078923895,train
56.5793,0.0104029,-0.355997,2461.3,27.5441,13.1346,11.816,10.7735,5.02665,-22.51745,0.4933763478975946,0.1811126633406852,0.0514855040000002,train
73.2023,-0.177465,0.602897,300.826,2.90269,9.73429,13.4966,22.1755,16.838,13.935310000000001,-1.0,0.4024300318750006,0.0,train
68.2159,0.0734453,-0.0828241,1932.05,12.5098,20.0454,17.7913,15.8505,6.92613,-5.583670000000001,0.4764438590883076,0.1681920984815957,0.0785640289523546,train
65.9067,-0.195866,-0.349285,1511.39,10.1374,39.2058,33.6089,28.5512,6.57711,-3.5602899999999993,0.1332669982893519,1.0,0.0,train
187.386,-9.47157e-05,-0.000300646,3437.14,8.48703,85.9229,200.0,86.1042,8.48354,-0.0034900000000011033,-0.0001089352306041,1.0,0.0,train
230.499,0.00139445,0.0371246,2269.11,8.23244,93.0296,119.961,70.7758,8.73285,0.5004099999999987,0.0157708504023252,0.12246256,0.1773407999999999,train
66.9166,0.287356,-0.0195894,3257.07,27.2038,12.486,11.5713,10.7574,6.47851,-20.72529,0.7420703969408318,0.0,0.3164921415609399,train
74.6653,0.053035,-0.0122477,496.502,10.7274,22.5249,19.8884,17.627,7.54663,-3.180769999999999,0.3876057714779628,0.2009706845152723,0.029236116240258,train
69.6939,-0.194082,-0.455961,2475.35,10.5224,20.0932,21.4609,22.9137,5.85561,-4.666789999999999,-0.2461938636160131,0.8,0.0,train
162.7,-0.166846,0.0107995,2842.49,7.28497,25.3147,35.7385,61.263,10.4591,3.174129999999999,-0.282252552264074,0.0,0.4793929903486651,train
132.782,-0.0193437,0.0172415,3228.3,8.18225,40.4887,37.7312,34.6637,8.80351,0.6212599999999995,-0.0123002329628689,0.0240379919999998,0.3562945600000002,train
94.2735,0.0472876,-0.0941671,2971.34,9.19635,26.3942,30.2883,34.6686,7.71552,-1.480830000000001,-0.1937219355900665,0.4576077274878366,0.0,train
55.8383,0.136413,-0.449184,1503.22,17.7083,16.5255,13.6099,11.3593,4.08932,-13.61898,0.7290102586927784,0.8115154824007155,0.0,train
134.619,0.00637257,0.0232954,72.4262,8.34094,92.4354,142.24,80.6675,8.62814,0.28720000000000034,0.0033379477930439,1.0,0.0,train
84.7837,0.113421,0.0107905,776.684,8.79085,26.0851,29.739,33.9214,8.17112,-0.6197300000000006,-0.1629523967906754,0.6967636902180178,0.0,train
218.696,-0.00470924,-0.0785065,1281.17,9.00219,61.72,176.35,166.788,7.94561,-1.0565800000000003,-0.036101082423394,1.0,0.0,train
75.99,0.143761,-0.0940361,2678.25,12.1523,23.9207,20.1539,17.1709,6.65973,-5.492570000000001,0.6205308420075202,0.0,0.2664550152161478,train
70.5472,-0.0797933,-0.0856323,1941.92,9.45953,90.6693,48.4523,31.5461,7.7742,-1.6853300000000004,0.2029053129534669,0.8,0.0,train
196.955,0.00964564,-0.0768789,1215.4,9.11315,44.6818,60.7568,82.7837,7.84182,-1.271329999999999,-0.0547713096948034,1.0,0.0,train
191.322,-0.020551,-0.0356724,3165.13,8.6128,68.8602,101.957,91.5842,8.35607,-0.25672999999999924,0.1508107722719894,1.0,0.0,train
69.5765,-0.201375,0.788434,875.959,1.5216,4.73874,6.34646,9.67658,19.4612,17.939600000000002,-1.0,0.0,0.4259847679999998,train
60.14,0.016608,0.273125,5.08965,6.37505,81.3983,52.1358,38.4873,10.3999,4.024850000000001,0.0393640536470487,0.8,0.0,train
109.745,-0.00750387,0.257636,1554.22,6.48854,40.4796,34.5261,29.5539,10.2396,3.751059999999999,0.2432167205104594,0.3,0.0,train
70.4079,0.21058,0.281925,765.018,7.2554,28.1893,32.6275,37.3761,9.57897,2.32357,-0.0707358179019597,0.9,0.0,train
171.243,-0.00254965,0.0829851,1684.48,7.76137,76.1012,200.0,96.6766,9.21295,1.451579999999999,-0.3374613570019731,0.9,0.0,train
215.471,-0.0399242,-0.0386144,100.046,8.48118,56.9014,127.868,105.796,8.50382,0.022639999999999105,0.090730665043299,1.0,0.0,train
72.9999,0.018163,-0.00181961,1936.1,10.0494,25.9307,21.5917,18.5741,7.80307,-2.2463300000000004,0.4449516263698553,0.188428676332394,0.0444165501796649,train
49.9988,0.219383,-0.679015,3267.58,28.4946,6.71615,5.78909,5.04749,2.24637,-26.24823,0.8582618863052958,0.1719538739025959,0.0113887999999999,train
87.3695,-0.294097,-0.0993907,2574.83,7.42387,15.9499,18.3478,21.4738,12.6666,5.242730000000001,-0.8795165235821517,0.0,0.7849804160000001,train
139.389,-0.0301274,0.0484343,2005.93,7.84165,79.2143,56.3913,43.604,9.17686,1.33521,-0.0550186716216244,1.0,0.0,train
79.564,-0.0173157,-0.0225945,451.752,9.51794,26.7307,22.7748,19.9233,7.89889,-1.6190499999999997,0.2903482472237013,0.3,0.0,train
59.2632,-0.15214,-0.601394,3280.79,14.6754,34.8939,20.77,14.8368,3.73031,-10.94509,0.4702070977068484,0.7537665008819814,0.0,train
126.412,-0.0197432,-0.071581,825.128,8.91834,71.8887,190.072,111.301,8.03815,-0.8801900000000007,-0.0114522882723489,1.0,0.0,train
119.149,-0.00577289,0.230035,2765.04,6.71665,57.6873,40.9018,31.8029,10.0593,3.342650000000001,0.1753700065631944,0.8,0.0,train
56.2198,-0.230179,0.399801,1021.06,4.19967,10.0853,11.8589,14.2162,20.8334,16.63373,-0.8525078182562064,0.2420183286627454,0.0,train
78.8909,-0.203107,0.530124,298.555,3.37553,10.4594,13.9766,21.2135,16.6941,13.31857,-1.0,0.0,0.161691464,train
172.503,0.0589392,-0.0728827,3103.52,9.69141,163.024,94.4351,43.3242,7.44144,-2.2499699999999994,0.4299289763031248,0.9692580860372596,0.0,train
78.4824,0.142471,0.10603,771.862,8.23632,26.4508,30.3352,34.5811,8.72974,0.4934200000000004,-0.1256447818500477,1.0,0.0,train
175.769,0.0597431,0.0469809,3497.98,8.61647,164.614,105.211,48.6236,8.39752,-0.21894999999999953,-0.0508545448579848,1.0,0.0,train
59.0719,-0.10796,-0.0595169,2488.11,7.5546,13.9522,15.1897,16.5982,47.1954,39.6408,-0.5778619677786874,0.1773045740531454,0.0466617599999999,train
