time,steer,accel,brake,gear,speedX,speedY,speedZ,frontLeftSpin,frontRightSpin,rearLeftSpin,rearRightSpin,trackPos,distFromStart,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,focus_0,focus_1,focus_2,focus_3,focus_4
14.79,0.10429548,0.9999999999999898,2.724375139889084e-56,4,165.952,-1.21327,-0.483954,151.941,152.253,151.759,151.759,-0.836864,586.332,0.132312,12773.3,0.0,17.185,35.41,47.8142,61.2154,71.858,78.0869,81.6874,85.0063,11.1425,9.40926,8.33742,7.5592,6.74297,6.04221,5.10403,3.9564,2.92983,2.18749,1.23243,-1.0,-1.0,-1.0,-1.0,-1.0
10.77,0.3164820454545455,0.0531423027705386,1.2520893033565323e-16,4,112.883,-3.37455,-4.47105,104.659,101.744,101.174,98.1433,0.472069,440.098,-0.0768501,8385.48,0.0,4.34872,46.2962,39.1242,33.9,31.462,30.397,29.8494,29.377,29.0434,28.7132,28.3864,28.063,27.616,27.1135,26.1954,24.4553,21.8434,18.7737,12.0291,-1.0,-1.0,-1.0,-1.0,-1.0
18.74,-0.2448284090909091,0.0173946423183833,2.958895809589865e-16,4,137.135,5.45051,0.170204,124.004,127.373,118.617,122.311,-0.795989,773.437,0.0675151,10135.7,0.0,14.5759,22.6259,26.2765,29.3752,31.4352,32.5208,33.1147,33.6426,34.0245,34.4154,34.8181,35.233,35.8354,36.5565,38.0104,41.3862,6.07472,3.48907,1.64495,-1.0,-1.0,-1.0,-1.0,-1.0
58.426,-0.1625,5.663216564269376e-07,2.394383469021084e-06,4,173.714,7.78417,-9.745,157.725,161.185,150.11,154.138,0.393804,2943.55,0.278955,12800.1,0.0,6.90574,18.2424,25.6571,32.3102,36.7075,38.989,40.2239,41.3134,42.0962,42.8826,43.6723,44.4648,45.5789,46.8575,49.2662,54.1034,62.1096,18.6449,9.815,-1.0,-1.0,-1.0,-1.0,-1.0
54.546,0.1947163636363636,0.4375036763021972,8.864878651519042e-16,4,154.096,-6.95695,-14.0306,142.595,139.714,137.177,137.177,0.857726,2737.97,-0.0663446,11542.4,7.0,1.13988,2.28471,3.41974,5.79476,52.8045,50.1786,48.8954,47.8327,47.1058,46.4028,45.7116,45.0295,44.0901,43.039,41.1336,37.582,32.4267,26.7003,15.6336,-1.0,-1.0,-1.0,-1.0,-1.0
13.91,0.0,0.9999999576127584,5.149711477807299e-35,4,138.237,-12.8865,-0.272436,127.416,125.411,136.964,136.964,-0.523117,549.483,0.000504192,11526.6,0.0,12.9306,28.1112,43.7236,60.4856,72.2767,78.7775,82.4282,85.7336,88.1603,90.6443,93.1865,95.7885,99.5359,103.973,41.0443,23.3824,13.7295,8.77578,4.04445,-1.0,-1.0,-1.0,-1.0,-1.0
52.826,0.1625,0.9999999999999998,3.113135361174837e-49,4,181.495,-4.70749,-17.6658,167.335,164.461,166.734,166.734,-0.538218,2612.09,-0.0689853,14032.7,4.0,12.7652,94.4748,73.7827,55.5176,40.5282,34.799,32.3675,30.5073,29.3068,28.1993,27.1745,26.2235,25.0017,23.7419,21.6989,18.1014,13.3279,9.17596,4.1496,-1.0,-1.0,-1.0,-1.0,-1.0
29.718,0.1625,0.0056377101136604,0.9963027941089811,4,242.471,-3.50226,1.58097,181.297,179.149,207.703,204.552,-0.775063,1432.76,-0.0417863,17331.3,0.0,14.4701,29.1965,42.8429,89.2864,81.2323,76.6958,74.1027,71.7166,69.9343,68.0785,66.1361,64.093,61.0174,57.0682,46.2325,16.8072,8.0879,4.72249,1.99367,-1.0,-1.0,-1.0,-1.0,-1.0
18.256,-0.2263890909090909,0.0023030696669097,3.6090550789701224e-12,4,143.376,7.65217,0.163381,129.751,133.03,123.8,127.529,-0.481571,752.013,0.206349,10573.2,0.0,13.8101,23.9697,28.6278,32.525,35.0749,36.404,37.1265,37.7663,38.2274,38.6919,39.1596,39.6305,40.2948,41.061,42.5165,45.4907,10.9636,6.98048,3.78255,-1.0,-1.0,-1.0,-1.0,-1.0
11.29,0.3567208863636363,3.246801399429669e-09,6.014402137670187e-10,4,99.2637,-6.79536,-2.65505,92.425,88.557,89.3688,85.3437,0.463331,460.249,0.0488579,7350.02,0.0,5.13267,42.2746,36.989,33.3095,31.1495,30.0862,29.5232,29.0331,28.6846,28.3375,27.992,27.648,27.1693,26.6257,25.6162,23.643,20.5079,16.8705,11.006,-1.0,-1.0,-1.0,-1.0,-1.0
63.266,0.1625,0.000752543458165,0.9998187545416368,4,186.471,-1.96087,-2.11171,62.7382,60.4915,154.69,152.766,-0.737977,3197.08,-0.0199884,12924.8,0.0,14.4611,30.2782,45.8528,73.8705,70.2577,68.0171,66.6622,65.3652,64.3617,63.2793,62.0988,60.7896,58.6334,55.2025,31.5663,15.4121,8.34824,5.12757,2.26915,-1.0,-1.0,-1.0,-1.0,-1.0
27.496,-0.1625,0.9999999999999998,4.12435630268961e-42,5,256.762,6.27376,2.09678,233.95,236.174,231.504,231.504,-0.701861,1245.79,0.0492253,17502.5,0.0,14.8667,30.7357,42.7952,57.7828,73.4481,85.071,92.9419,101.146,107.964,115.777,124.819,135.403,153.667,181.71,27.3659,12.1458,7.38685,4.92355,2.42097,-1.0,-1.0,-1.0,-1.0,-1.0
19.268,-0.2317013636363636,0.7627009669345856,1.2267737302635065e-18,4,141.578,7.18873,0.157977,127.809,130.419,130.232,130.232,-0.0960789,799.822,-0.2102,10960.9,0.0,7.63946,11.153,13.2547,15.4825,17.291,18.3839,19.0308,19.6387,20.0991,20.5832,21.0928,21.63,22.4328,23.4308,25.5778,31.3936,51.0252,200.0,11.7772,-1.0,-1.0,-1.0,-1.0,-1.0
49.146,-0.401715659090909,0.017639365923374,8.263050028964577e-15,4,84.0347,0.6128,-13.0982,75.0998,77.3086,73.3341,74.769,-0.336224,2484.42,0.338349,6230.94,4.0,12.0251,18.0418,20.5148,22.5589,23.905,24.6129,25.0004,25.3452,25.5947,25.8469,26.1018,26.3593,26.7243,27.1479,27.9622,29.6674,32.7412,37.6639,4.67629,-1.0,-1.0,-1.0,-1.0,-1.0
9.81,0.2852997727272727,1.0124910163088197e-11,9.021407774275304e-09,4,123.437,-8.7709,-4.35639,114.182,111.243,109.875,106.586,0.473676,414.671,-0.262697,9106.47,0.0,3.71704,6.62641,10.5612,39.9196,37.6616,36.5525,35.9673,35.4591,35.0984,34.7396,34.3828,34.0281,33.5351,32.977,31.9469,29.9539,26.8544,23.0307,13.9393,-1.0,-1.0,-1.0,-1.0,-1.0
59.786,-0.2040734090909091,0.9968287880610678,4.817169810705559e-09,4,150.929,5.49806,-2.98724,136.29,138.946,140.913,140.913,-0.612773,3003.8,0.0200841,11861.3,0.0,12.9114,20.6835,25.1312,30.0225,34.137,36.6896,38.2249,39.6843,40.8007,41.985,43.2436,44.5834,46.6111,49.1763,54.8661,71.5687,146.974,8.88379,3.29763,-1.0,-1.0,-1.0,-1.0,-1.0
55.706,0.0,0.9999989932059442,4.4031650445090033e-94,4,184.583,0.0847828,-10.2516,169.223,169.224,168.291,168.291,0.307708,2804.0,-0.01381,14164.8,0.0,5.79483,12.2676,18.7614,30.6405,49.7302,72.3507,95.5611,132.886,148.499,154.272,158.683,162.403,166.892,171.335,178.36,72.5487,40.3646,25.1096,11.2527,-1.0,-1.0,-1.0,-1.0,-1.0
26.22,0.0,0.9999999999999992,1.6341215471977637e-30,4,237.662,0.108795,1.27107,218.071,218.025,214.512,214.512,-0.0164056,1171.76,0.0847147,18053.0,0.0,9.45874,24.953,43.8695,68.3402,87.3382,97.7411,103.481,108.598,112.3,116.039,119.823,123.82,129.902,137.655,41.6552,28.8231,20.3551,14.5932,7.7205,-1.0,-1.0,-1.0,-1.0,-1.0
45.066,-0.1625,7.55948158328682e-08,0.274196094231026,4,188.968,-3.08614,9.76276,0.0,0.0,95.0096,113.435,-0.868825,2375.25,-0.0765989,8802.3,0.0,14.5508,27.0099,37.1848,51.5414,84.8403,82.8708,81.7012,80.6,79.7641,78.8825,77.9535,76.9729,75.5002,73.6521,69.5312,30.9578,6.78272,3.26225,1.21386,-1.0,-1.0,-1.0,-1.0,-1.0
49.086,-0.4161961818181818,5.83184476319379e-33,1.2798905846217032e-27,4,79.1336,9.97695,-13.7691,69.5206,73.2946,67.8723,71.8126,-0.723716,2501.83,0.194837,5876.48,0.0,14.8557,23.3807,28.1768,33.3784,37.6948,40.3458,41.9305,43.43,44.5727,45.7807,47.0597,48.416,50.4584,53.0244,58.5027,69.8597,5.59407,3.73431,2.02946,-1.0,-1.0,-1.0,-1.0,-1.0
30.114,0.1625,0.0237572640180587,0.9792880871621094,4,258.342,-9.28638,1.70004,201.287,194.104,222.226,220.337,-0.783679,1437.37,-0.0898246,18688.0,0.0,13.9407,26.1618,36.3007,89.8268,82.8044,78.9235,76.7395,74.7576,73.2975,71.7986,70.2573,68.67,66.363,63.586,57.8487,39.8684,10.8768,5.42069,2.02539,-1.0,-1.0,-1.0,-1.0,-1.0
65.768,0.39959075,0.25,1.9261937237308573e-11,4,84.7539,-12.4178,-1.11835,78.1251,74.6834,76.5135,73.1103,0.431244,3289.76,0.395399,6294.27,0.0,8.97594,134.719,46.4463,31.8243,26.8472,24.9232,24.0121,23.2715,22.7718,22.2949,21.8391,21.4032,20.8239,20.2027,19.1423,17.3564,15.102,12.9205,9.28465,-1.0,-1.0,-1.0,-1.0,-1.0
31.72,0.2296449999999999,0.0177426086942537,8.138578341417375e-17,4,142.274,-5.7094,4.99061,131.745,129.162,126.41,123.352,1.13409,1531.34,-0.0532118,10507.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
50.986,0.0,0.9999992612558732,3.706692829011921e-42,4,109.823,-0.540742,-8.95187,100.547,100.563,102.578,102.578,-0.802122,2540.22,-0.0822933,8635.76,10.0,14.1743,26.5205,34.4841,42.3117,47.9784,51.0873,52.8188,54.3747,55.5091,56.6621,57.8336,59.0502,60.9142,63.334,69.1816,139.311,9.36303,4.81174,1.8362,-1.0,-1.0,-1.0,-1.0,-1.0
11.69,0.3375834090909091,0.996828788061066,2.714542396742411e-27,4,105.741,-6.95786,-4.08268,97.4896,93.6198,105.073,105.073,0.475083,475.932,-0.20899,8845.01,0.0,3.75687,7.02153,39.29,35.6324,33.5674,32.5725,32.0525,31.6032,31.2856,30.9708,30.6589,30.3498,29.922,29.4401,28.5567,26.8666,24.2807,21.1319,13.5193,-1.0,-1.0,-1.0,-1.0,-1.0
32.766,0.2224329545454545,0.986636960538327,3.055169607836187e-22,4,144.715,-5.4526,6.22998,133.154,130.511,135.623,135.623,0.793132,1558.26,0.0230829,11415.3,0.0,1.81682,4.57197,59.6996,50.1154,45.2584,43.0261,41.8874,40.9203,40.246,39.5852,38.9376,38.3034,37.4373,36.4782,34.7655,31.6585,27.3232,22.6991,14.0356,-1.0,-1.0,-1.0,-1.0,-1.0
53.506,0.1625,0.1156659418979632,8.015174235295057e-09,4,168.855,-3.60557,-12.7108,155.985,153.853,150.198,147.989,-0.0736885,2690.68,-0.0946329,12545.3,0.0,8.64933,25.2591,59.4729,49.6157,44.0629,41.4196,40.0506,38.8775,38.0542,37.2435,36.4457,35.6609,34.5847,33.3875,31.24,27.3365,21.9872,16.634,8.31828,-1.0,-1.0,-1.0,-1.0,-1.0
59.206,-0.1810279545454545,0.7494355924490425,5.1311297652306754e-11,4,158.729,5.92686,-8.89589,143.428,146.045,149.041,149.041,-0.305314,2960.4,0.225705,12544.8,7.0,12.9237,24.9733,31.0185,36.1854,39.5851,41.3576,42.3205,43.1725,43.7861,44.4038,45.0253,45.6505,46.5314,47.5459,49.4676,53.37,13.4628,8.9774,5.00121,-1.0,-1.0,-1.0,-1.0,-1.0
28.112,0.0,0.9999999999999998,1.4025628916541999e-44,5,261.616,0.0967057,0.776335,240.174,240.11,235.09,235.09,-0.884336,1284.91,0.0382764,17773.7,0.0,16.3793,37.0077,60.2452,111.193,200.0,200.0,200.0,196.134,58.1244,32.6765,22.7277,17.424,13.1346,10.2521,7.26627,4.59829,2.89371,1.9375,0.947067,-1.0,-1.0,-1.0,-1.0,-1.0
12.07,0.3716112045454545,5.142473301139778e-15,2.0786934016268475e-31,4,94.2239,-7.65195,-1.8295,87.9015,83.679,85.1543,80.8294,0.333773,487.942,-0.0816371,6982.69,0.0,5.6137,41.9213,35.4689,31.3721,29.1257,28.0631,27.5126,27.0401,26.7078,26.38,26.0566,25.7376,25.2984,24.8071,23.9153,22.2448,19.7837,16.9506,10.871,-1.0,-1.0,-1.0,-1.0,-1.0
50.106,-0.24,0.9999994336783437,3.6792053918541032e-37,4,106.275,-0.467843,-9.30974,97.0162,97.2895,96.9809,96.9809,-0.688954,2529.79,-0.0698302,8162.37,0.0,13.4271,25.9342,36.214,46.7389,54.2088,58.2267,60.4381,62.4092,63.8365,65.2793,66.7367,68.2081,70.3886,73.2461,80.3855,146.108,13.4114,7.21119,2.84473,-1.0,-1.0,-1.0,-1.0,-1.0
12.37,0.3829259318181818,0.9436864852905276,1.3638274848490832e-15,4,90.3943,-5.13505,-2.05453,83.3611,80.036,85.7765,85.7765,0.60434,491.505,-0.145684,7219.08,0.0,3.04182,6.6405,42.1197,37.5991,35.0959,33.9043,33.2848,32.7521,32.3769,32.0062,31.6401,31.2783,30.7791,30.219,29.1988,27.2756,24.4033,21.0329,13.5104,-1.0,-1.0,-1.0,-1.0,-1.0
11.77,0.3505538636363636,0.9436864852905272,7.454811410218868e-28,4,101.351,-5.72528,-4.06483,93.2975,89.9813,97.6615,97.6615,0.574849,475.513,-0.218531,8219.81,0.0,3.02388,5.08896,7.46167,36.9934,34.9439,33.9542,33.4362,32.9886,32.6723,32.3587,32.0477,31.7393,31.312,30.8302,29.9456,28.2509,25.6439,22.4435,14.5308,-1.0,-1.0,-1.0,-1.0,-1.0
34.906,0.0,0.9999999999999994,1.9040507046237606e-42,4,216.828,0.0284183,8.69141,198.891,198.887,196.36,196.36,-0.518844,1678.66,-0.0015049,16525.6,0.0,12.8685,27.8695,43.5233,73.872,127.889,200.0,200.0,200.0,200.0,200.0,200.0,181.025,102.512,68.5474,42.2962,23.9827,13.9844,8.90631,4.0889,-1.0,-1.0,-1.0,-1.0,-1.0
47.366,0.4010284318181818,4.3296845335797146e-24,2.131182405593404e-14,4,84.2673,-5.52984,-4.72605,78.1305,74.9406,75.741,72.7996,0.591406,2462.2,0.0267884,6249.2,24.0,4.56536,39.6018,45.7039,49.9243,22.742,21.5501,21.0639,20.6593,20.3815,20.1126,19.8522,19.5999,19.2597,18.8885,18.2391,17.0987,15.5722,14.003,11.1169,-1.0,-1.0,-1.0,-1.0,-1.0
50.226,-0.3395304545454546,0.999999982060996,1.733837838930327e-34,4,105.082,-0.000737211,-7.98793,94.2846,96.802,97.5385,97.5385,-0.174552,2530.71,-0.176234,8214.36,19.0,8.59296,14.4918,18.7337,23.9706,28.9322,32.0837,33.8933,35.5483,36.7705,38.0251,39.3112,40.6279,42.5206,44.7507,49.1085,58.3989,77.3831,32.5585,8.65579,-1.0,-1.0,-1.0,-1.0,-1.0
54.926,0.1670559090909091,0.997621606590244,2.4718753762000683e-19,4,163.458,-5.46287,-14.4973,150.48,147.908,151.735,151.735,0.879654,2755.89,-0.0195845,12769.6,7.0,1.00652,2.18555,3.55409,72.9018,59.1571,54.1102,51.7689,49.8882,48.6306,47.4384,46.3068,45.2312,43.8121,42.3031,39.7566,35.5511,30.3837,25.1991,15.2178,-1.0,-1.0,-1.0,-1.0,-1.0
29.498,0.1625,0.0042282825852453,0.9984379305110446,4,238.426,-5.29605,1.53518,165.705,158.136,202.704,200.856,-0.665369,1433.43,-0.087975,16967.1,0.0,13.0362,24.5278,34.0974,48.8708,88.5064,84.7229,82.5923,80.6578,79.2339,77.7721,76.27,74.7255,72.4838,69.7958,64.3008,49.6151,16.5705,8.32296,3.1262,-1.0,-1.0,-1.0,-1.0,-1.0
10.71,0.3014759090909091,0.0005612256272249,8.138580572174607e-17,4,117.962,-7.15415,-5.5051,109.613,106.011,105.531,101.516,0.904082,441.939,-0.032504,8709.62,0.0,0.795408,1.73926,2.98556,35.6533,33.0516,31.9194,31.3553,30.8827,30.5565,30.2394,29.931,29.6311,29.225,28.7788,27.9669,26.4205,24.0731,21.2558,14.6882,-1.0,-1.0,-1.0,-1.0,-1.0
65.592,0.3540018181818182,1.3622310405910101e-19,2.4010947178677094e-18,4,100.184,-6.13447,-1.7094,93.4202,89.4567,90.2194,86.0847,-0.326544,3297.46,0.419477,7417.01,0.0,22.2444,46.0474,19.3804,13.7936,11.7949,11.0085,10.6333,10.3269,10.1196,9.9212,9.73115,9.54895,9.3062,9.04508,8.59732,7.83771,6.86886,5.92105,4.32722,-1.0,-1.0,-1.0,-1.0,-1.0
41.246,0.0,0.9999999999994356,3.6606432544322336e-32,4,249.124,-0.00561328,16.9747,228.633,228.637,224.109,224.109,0.705518,2067.57,-0.0376285,18854.3,9.0,2.40981,4.89569,7.23854,11.3853,18.576,185.855,152.77,134.221,125.763,118.704,112.404,106.748,99.7331,92.7821,82.0983,65.8615,47.1821,32.4138,14.9901,-1.0,-1.0,-1.0,-1.0,-1.0
38.446,0.1625,0.9976215986138168,2.471550337104529e-09,4,206.659,-5.74955,2.32761,190.583,187.653,189.547,189.547,0.912515,1926.0,-0.188687,15954.7,0.0,0.637383,1.08837,1.43584,1.91269,2.45255,2.91451,3.28741,3.78466,4.43077,37.4974,36.9007,36.3255,35.5542,34.718,33.2685,30.7638,27.4852,24.1577,16.2415,-1.0,-1.0,-1.0,-1.0,-1.0
12.51,0.3706882045454546,0.957764863968313,2.9121145739284566e-28,4,94.5363,-5.03624,-1.69557,87.1389,83.8478,90.2231,90.2231,0.720838,494.412,-0.098048,7591.68,0.0,2.21549,4.89891,41.6696,37.2161,34.7639,33.5994,32.9952,32.4762,32.1111,31.7504,31.3941,31.0422,30.5572,30.0135,29.0248,27.1642,24.3956,21.1581,13.9444,-1.0,-1.0,-1.0,-1.0,-1.0
11.03,0.3257268181818182,0.0012625157174473,4.629231948451292e-19,4,109.754,-5.73335,-4.0791,102.374,98.3212,98.6305,94.3349,0.496776,448.859,-0.0494393,8117.99,0.0,4.2529,46.3843,40.4728,36.0302,33.2505,31.8183,31.041,30.3531,29.8574,29.3718,28.9038,28.4527,27.8478,27.1921,26.0555,24.0917,21.4822,18.4994,11.9908,-1.0,-1.0,-1.0,-1.0,-1.0
22.766,-0.1625,0.00023810945356,0.0015410397483391,4,186.803,6.65484,0.0336663,169.806,173.226,161.589,165.626,0.552671,977.685,0.127177,13765.5,0.0,4.38765,13.2206,26.1905,38.2097,45.6099,49.2927,51.2446,52.9445,54.1534,55.357,56.5554,57.7483,59.4089,61.2912,64.7747,71.5393,32.3646,21.1121,11.7763,-1.0,-1.0,-1.0,-1.0,-1.0
12.55,0.3644975454545455,0.99821619328435,9.834084399361626e-22,4,96.6316,-2.3635,-1.65329,88.6887,86.7282,89.9342,89.9342,0.706374,495.436,-0.0834707,7569.62,0.0,2.36358,5.49198,41.3144,36.835,34.3737,33.2067,32.6015,32.0818,31.7162,31.3554,30.9992,30.6475,30.1627,29.6196,28.6325,26.7783,24.0257,20.819,13.7274,-1.0,-1.0,-1.0,-1.0,-1.0
10.89,0.3399913636363636,1.0238361427590634e-06,3.3183739840878525e-06,4,104.926,-6.06161,-3.6175,98.0196,93.7407,94.5308,90.0307,0.698886,447.801,0.0635732,7764.41,0.0,2.84762,41.7854,35.9015,31.4381,28.8195,27.6872,27.1264,26.6581,26.3359,26.0232,25.7198,25.4254,25.0274,24.592,23.8274,22.425,20.3381,17.9006,12.5057,-1.0,-1.0,-1.0,-1.0,-1.0
66.384,0.3911572954545455,2.4162842947356607e-17,1.3643042110351076e-11,4,87.6083,-3.99272,-1.16822,81.7767,78.1336,79.0655,75.3332,0.695692,3292.38,0.6205,6495.58,0.0,11.1229,35.7131,25.462,21.2868,19.4433,18.6545,18.2644,17.939,17.7151,17.4981,17.2877,17.0836,16.8078,16.5064,15.9775,15.0448,13.7882,12.4891,10.3141,-1.0,-1.0,-1.0,-1.0,-1.0
34.626,0.0,0.9999999999999998,1.0666574765758958e-41,4,209.643,0.0267866,8.67785,192.276,192.279,190.089,190.089,-0.431671,1664.45,0.0211246,15998.0,0.0,12.4131,28.1158,45.8859,85.1538,176.498,200.0,200.0,200.0,200.0,161.434,114.249,88.4138,67.1607,52.6942,37.5496,23.8781,14.9216,9.8706,4.72371,-1.0,-1.0,-1.0,-1.0,-1.0
51.046,-0.2300438636363636,0.999999999680367,5.859988389159504e-47,4,142.139,1.25288,-15.0559,129.207,130.085,136.124,136.124,-0.305938,2554.02,0.0969393,11455.5,0.0,12.178,25.9979,35.1949,44.342,52.6968,60.7723,125.858,122.637,120.209,117.655,114.948,112.052,107.567,101.563,91.2883,75.5897,15.3673,10.2779,5.39269,-1.0,-1.0,-1.0,-1.0,-1.0
11.13,0.3501284090909091,3.243139407301064e-08,1.887494129626593e-08,4,101.495,-7.10742,-2.96438,94.5904,90.5546,91.4096,87.1812,0.554506,455.419,0.0553167,7513.18,0.0,4.24814,42.2647,36.8682,33.0143,30.7081,29.5563,28.9429,28.4071,28.025,27.6433,27.2617,26.8801,26.346,25.7362,24.5961,22.4463,19.6783,16.969,11.5877,-1.0,-1.0,-1.0,-1.0,-1.0
17.332,-0.2165002272727272,3.1819663987993645e-06,0.0009445542896456,4,146.723,6.0662,0.407644,132.888,136.208,126.722,130.467,0.394975,726.312,0.191812,10819.6,0.0,6.49009,17.2578,23.75,29.35,32.9888,34.8655,35.8791,36.7721,37.4132,38.0568,38.7025,39.3503,40.2602,41.3038,43.2687,47.2137,53.7549,20.2909,10.0971,-1.0,-1.0,-1.0,-1.0,-1.0
17.288,-0.1777897727272727,0.0001004524257206,0.0023974085366454,4,159.825,4.77451,0.617921,145.042,148.306,138.218,141.948,0.706615,710.815,0.0169975,11786.4,0.0,2.53287,5.6885,9.20392,16.7678,27.2634,31.1878,33.0908,34.6843,35.7894,36.8708,37.9312,38.9729,40.403,42.0013,44.9089,50.4375,58.9777,35.0311,14.2411,-1.0,-1.0,-1.0,-1.0,-1.0
24.746,-0.1625,0.999986824503066,1.5201089135117496e-21,4,206.033,5.8317,1.38848,187.227,189.44,188.312,188.312,0.368888,1095.49,-0.0798213,15848.3,0.0,4.97436,9.46848,13.2752,18.8745,25.4008,30.7507,34.6533,38.9891,42.82,47.4898,53.3073,60.7544,75.5376,104.25,137.099,178.265,63.5433,32.9668,12.6656,-1.0,-1.0,-1.0,-1.0,-1.0
26.858,-0.1625,0.9999999999999998,5.927900937964594e-39,5,258.825,1.25163,2.23433,236.219,238.431,232.6,232.6,-0.629791,1235.74,0.0170905,17586.2,0.0,13.8045,27.4498,37.6374,49.4365,59.3102,65.7905,69.8827,73.9175,77.1046,80.5852,84.4015,88.6045,95.2572,104.22,126.622,24.1509,10.8773,6.73222,3.10176,-1.0,-1.0,-1.0,-1.0,-1.0
58.646,-0.1625,0.0010033912775533,0.0700864741752971,4,193.512,4.83124,-11.5676,173.447,177.012,166.952,170.807,0.79236,2921.26,0.0491731,14207.9,4.0,1.85532,4.4702,7.80696,17.0815,30.0115,34.5351,36.7684,38.6521,39.9645,41.2527,42.5192,43.7659,45.4818,47.4043,50.9111,57.6032,67.9664,30.1942,14.5129,-1.0,-1.0,-1.0,-1.0,-1.0
48.626,-0.4061634318181819,0.0004190630733527,1.0443673538993436e-19,4,82.5293,8.34585,-13.72,72.8103,76.3951,70.9677,74.4664,-0.59886,2494.93,0.0523397,6118.19,7.0,12.2851,17.6779,20.0692,22.1182,23.5022,24.2402,24.6472,25.011,25.2753,25.5433,25.8151,26.0906,26.4827,26.9418,27.8599,29.9629,34.5113,44.5329,3.44153,-1.0,-1.0,-1.0,-1.0,-1.0
47.166,0.4107648409090909,3.2289920962157275e-19,7.299025994218219e-06,4,80.9719,-1.50907,-6.16169,76.8616,71.7495,74.0113,68.7685,0.741995,2454.26,0.0627844,6006.84,19.0,2.51364,25.4384,22.2973,20.6615,19.8592,19.5005,19.3198,19.1675,19.0619,18.9588,18.8583,18.7603,18.6272,18.4806,18.2141,17.6838,16.8127,15.6362,12.282,-1.0,-1.0,-1.0,-1.0,-1.0
9.45,0.2779754545454546,3.196362433209442e-10,2.4400610081696062e-06,4,125.916,-9.43197,-3.64136,117.046,113.163,112.525,108.225,-0.336608,404.703,-0.311738,9286.69,0.0,9.17167,51.5619,44.9122,40.0768,37.182,35.7448,34.9824,34.3181,33.8454,33.3742,32.9048,32.4373,31.7862,31.0473,29.6781,27.0163,22.869,17.8528,7.84826,-1.0,-1.0,-1.0,-1.0,-1.0
18.63,-0.2608302272727273,0.9989966087248494,9.537851903440069e-13,4,131.719,10.3701,0.11983,117.573,121.071,129.285,129.285,-0.28197,752.873,0.288518,10882.3,0.0,13.2842,25.1207,30.5703,35.0605,37.957,39.4534,40.2631,40.9778,41.4916,42.0081,42.5271,43.0484,43.7821,44.6257,46.2202,49.4478,12.1494,8.47659,4.98373,-1.0,-1.0,-1.0,-1.0,-1.0
63.266,0.1625,0.0750846862792968,0.7253749999999999,4,236.729,-6.96414,-2.92563,205.855,201.439,206.623,202.385,-0.540569,3179.5,-0.0966976,17199.2,7.0,11.9722,22.2554,30.6705,42.5713,55.7697,66.0853,92.7081,91.9752,91.4118,90.8132,90.1773,89.5015,88.4827,87.2022,84.3861,75.5986,24.5024,11.843,4.33744,-1.0,-1.0,-1.0,-1.0,-1.0
60.186,0.0,0.999998993205944,2.178055281493692e-21,4,159.483,0.586007,-2.40144,146.184,146.091,146.24,146.24,-0.458671,3025.16,-0.0408104,12309.5,0.0,11.9016,24.0524,35.3408,53.9374,79.2769,103.766,124.278,150.299,176.749,200.0,200.0,200.0,200.0,200.0,112.004,39.9639,19.3526,11.328,4.79286,-1.0,-1.0,-1.0,-1.0,-1.0
15.91,0.0,0.9999999999999998,3.209411578024513e-55,4,209.553,0.0749233,-0.588851,192.193,192.17,190.013,190.013,0.0217896,650.988,-0.0705684,15991.7,0.0,7.71604,14.2868,19.2781,25.5553,31.4142,35.2662,37.6468,39.9442,41.7216,43.622,45.6609,47.895,51.4253,56.1668,67.9489,94.3274,111.657,28.4002,9.48584,-1.0,-1.0,-1.0,-1.0,-1.0
11.53,0.3586939318181818,5.759897786011586e-22,9.734679216050132e-19,4,98.5959,-4.54902,-2.52345,92.1161,88.0902,88.8796,84.6718,0.761839,469.387,0.0675578,7301.28,0.0,2.17248,5.47503,37.6863,34.5611,32.7773,31.9128,31.4589,31.0658,30.7874,30.5111,30.2369,29.9648,29.5875,29.1614,28.3766,26.8628,24.5113,21.5769,14.0221,-1.0,-1.0,-1.0,-1.0,-1.0
1.844,0.0,0.9999999999999998,0.0,3,82.5666,-0.122502,0.858277,75.5419,75.478,138.188,138.188,0.252594,9.78621,0.0703287,14308.2,0.0,6.98305,24.9046,200.0,97.3442,62.6327,53.1992,49.256,46.2629,44.3424,42.5779,40.9516,39.4478,37.5236,35.5484,32.3707,27.5106,22.0856,17.2009,9.78307,-1.0,-1.0,-1.0,-1.0,-1.0
33.526,0.1625,0.9999999999995725,9.884542482256204e-27,4,166.401,-6.24339,7.66131,153.044,150.781,154.637,154.637,0.275436,1583.68,0.0936389,13014.5,0.0,7.09434,200.0,65.9175,44.4983,37.3475,34.6018,33.3052,32.2529,31.5438,30.8676,30.2213,29.5957,28.7498,27.8245,26.2034,23.3647,19.6287,15.9255,9.67854,-1.0,-1.0,-1.0,-1.0,-1.0
